ingredient_a,ingredient_b,score,shared_compounds,key_compounds,explanation
cognac-brandy,whisky,0.95,72,1-Decanol;2-Methylbutanoic acid;oleic acid;Ethyl dodecanoate;Isopentyl hexanoate,Excellent pairing with 72 shared flavor compounds including 1-Decanol
cognac-brandy,bourbon-whisky,0.966,77,2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;Damascenone;Whiskey lactone,Excellent pairing with 77 shared flavor compounds including 2-Methylbutanoic acid
cognac-brandy,canadian-whisky,0.953,72,1-Decanol;2-Methylbutanoic acid;oleic acid;Ethyl dodecanoate;Isopentyl hexanoate,Excellent pairing with 72 shared flavor compounds including 1-Decanol
cognac-brandy,finnish-whisky,0.955,74,1-Decanol;2-Methylbutanoic acid;oleic acid;Ethyl dodecanoate;Isopentyl hexanoate,Excellent pairing with 74 shared flavor compounds including 1-Decanol
cognac-brandy,japanese-whisky,0.946,72,1-Decanol;2-Methylbutanoic acid;oleic acid;Ethyl dodecanoate;Isopentyl hexanoate,Excellent pairing with 72 shared flavor compounds including 1-Decanol
cognac-brandy,malt-whisky,0.991,88,2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;Damascenone;formic acid,Excellent pairing with 88 shared flavor compounds including 2-Methylbutanoic acid
cognac-brandy,scotch-whisky,0.982,83,2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;Damascenone;Whiskey lactone,Excellent pairing with 83 shared flavor compounds including 2-Methylbutanoic acid
cognac-brandy,wine,0.974,89,2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;Damascenone;Whiskey lactone,Excellent pairing with 89 shared flavor compounds including 2-Ethylhexan-1-ol
cognac-brandy,bilberry-wine,1.0,90,2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;Damascenone;Whiskey lactone,Excellent pairing with 90 shared flavor compounds including 2-Ethylhexan-1-ol
cognac-brandy,botrytized-wine,0.995,89,2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;Damascenone;Whiskey lactone,Excellent pairing with 89 shared flavor compounds including 2-Ethylhexan-1-ol
cognac-brandy,champagne,0.996,88,2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;Damascenone;Whiskey lactone,Excellent pairing with 88 shared flavor compounds including 2-Ethylhexan-1-ol
cognac-brandy,cider,0.916,61,Isoamyl butyrate;Butyl Lactate;2-Methylbutanoic acid;oleic acid;Ethyl dodecanoate,Excellent pairing with 61 shared flavor compounds including Isoamyl butyrate
cognac-brandy,plum-wine,0.999,89,2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;Damascenone;Whiskey lactone,Excellent pairing with 89 shared flavor compounds including 2-Ethylhexan-1-ol
cognac-brandy,port-wine,1.0,96,2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;Damascenone;Whiskey lactone,Excellent pairing with 96 shared flavor compounds including 2-Ethylhexan-1-ol
cognac-brandy,red-wine,1.0,103,2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;Propyl Hexanoate;Damascenone,Excellent pairing with 103 shared flavor compounds including 2-Ethylhexan-1-ol
cognac-brandy,rose-wine,1.0,91,2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;Damascenone;Whiskey lactone,Excellent pairing with 91 shared flavor compounds including 2-Ethylhexan-1-ol
cognac-brandy,sake,0.61,21,oleic acid;lauric acid;Nonanoic Acid;lactic acid;Isobutyric Acid,Strong pairing with 21 shared flavor compounds including oleic acid
cognac-brandy,sherry,0.987,100,2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;oleic acid;Damascenone,Excellent pairing with 100 shared flavor compounds including 2-Ethylhexan-1-ol
cognac-brandy,sparkling-wine,1.0,95,2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;Damascenone;Whiskey lactone,Excellent pairing with 95 shared flavor compounds including 2-Ethylhexan-1-ol
cognac-brandy,strawberry-wine,1.0,91,2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;Damascenone;Whiskey lactone,Excellent pairing with 91 shared flavor compounds including 2-Ethylhexan-1-ol
cognac-brandy,white-wine,1.0,120,2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;Propyl Hexanoate;Damascenone,Excellent pairing with 120 shared flavor compounds including 2-Ethylhexan-1-ol
cognac-brandy,coffee,0.783,69,5-Methylfurfural;1-Octen-3-Ol;Thiazole;4-Methyl-2-pentanone;Octan-2-one,Strong pairing with 69 shared flavor compounds including 5-Methylfurfural
cognac-brandy,mate,0.683,28,5-Methylfurfural;1-Octen-3-Ol;Nerolidol;Octan-2-one;2-Methylbutanoic acid,Strong pairing with 28 shared flavor compounds including 5-Methylfurfural
cognac-brandy,black-tea,0.497,17,"1125-21-9;Delta-Nonalactone;2,3-Pentanedione;palmitic acid;2-Methylhexanoic Acid",Good pairing with 17 shared flavor compounds including 1125-21-9
cognac-brandy,green-tea,0.361,7,1125-21-9;Nerolidol;phenylacetaldehyde;gamma-Nonanolactone;Ethyl Palmitate,Subtle pairing with 7 shared flavor compounds including 1125-21-9
papaya-brandy,pear-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
papaya-brandy,plum-brandy,1.0,51,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 51 shared flavor compounds including Thiazole
papaya-brandy,raspberry-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
papaya-brandy,weinbrand-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
papaya-brandy,gin,0.611,6,Heptanoic Acid;nerol;2-Methyl-1-propanol;Methyl Acetate;1-Hexanol,Strong pairing with 6 shared flavor compounds including Heptanoic Acid
papaya-brandy,rum,0.764,34,Thiazole;Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol,Strong pairing with 34 shared flavor compounds including Thiazole
papaya-brandy,whisky,0.852,28,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 28 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,bourbon-whisky,0.839,28,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 28 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,canadian-whisky,0.859,28,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 28 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,finnish-whisky,0.869,30,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 30 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,japanese-whisky,0.845,28,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 28 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,malt-whisky,0.812,29,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 29 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,scotch-whisky,0.832,29,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 29 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,wine,0.818,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,bilberry-wine,0.854,32,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 32 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,botrytized-wine,0.848,32,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 32 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,champagne,0.858,32,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 32 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,cider,0.762,19,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 19 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,plum-wine,0.867,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,port-wine,0.853,34,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 34 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,red-wine,0.797,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 33 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,rose-wine,0.857,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,sake,0.494,5,Heptanoic Acid;Isovaleric Acid;Ethyl Undecanoate;octanoic acid;Isobutyl Acetate,Good pairing with 5 shared flavor compounds including Heptanoic Acid
papaya-brandy,sherry,0.791,35,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 35 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,sparkling-wine,0.842,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,strawberry-wine,0.85,32,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 32 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,white-wine,0.722,34,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 34 shared flavor compounds including Ethyl dodecanoate
papaya-brandy,coffee,0.562,24,Thiazole;2-Furaldehyde;Methyl 2-furoate;octanoic acid;1-Hexanol,Good pairing with 24 shared flavor compounds including Thiazole
papaya-brandy,mate,0.312,3,nerol;2-Heptanone;2-Phenylethanol,"Subtle pairing; both contain nerol, 2-Heptanone and 2-Phenylethanol"
papaya-brandy,black-tea,0.497,8,2-Methylhexanoic Acid;2-Acetylpyridine;Pyridine;cis-3-Hexenyl acetate;Dimethyl trisulfide,Good pairing with 8 shared flavor compounds including 2-Methylhexanoic Acid
pear-brandy,plum-brandy,1.0,54,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;Isopentyl hexanoate,Excellent pairing with 54 shared flavor compounds including Thiazole
pear-brandy,raspberry-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
pear-brandy,weinbrand-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
pear-brandy,gin,0.647,8,1-propanol;Heptanoic Acid;nerol;3-Methyl-1-butanol;2-Methyl-1-propanol,Strong pairing with 8 shared flavor compounds including 1-propanol
pear-brandy,rum,0.822,42,2-Methoxy-4-Methylphenol;Thiazole;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde,Excellent pairing with 42 shared flavor compounds including 2-Methoxy-4-Methylphenol
pear-brandy,whisky,0.895,34,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 34 shared flavor compounds including Ethyl dodecanoate
pear-brandy,bourbon-whisky,0.903,36,2-Methoxy-4-Methylphenol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid,Excellent pairing with 36 shared flavor compounds including 2-Methoxy-4-Methylphenol
pear-brandy,canadian-whisky,0.901,34,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 34 shared flavor compounds including Ethyl dodecanoate
pear-brandy,finnish-whisky,0.907,36,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 36 shared flavor compounds including Ethyl dodecanoate
pear-brandy,japanese-whisky,0.888,34,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 34 shared flavor compounds including Ethyl dodecanoate
pear-brandy,malt-whisky,0.866,36,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 36 shared flavor compounds including Ethyl dodecanoate
pear-brandy,scotch-whisky,0.895,37,2-Methoxy-4-Methylphenol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid,Excellent pairing with 37 shared flavor compounds including 2-Methoxy-4-Methylphenol
pear-brandy,wine,0.866,40,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 40 shared flavor compounds including Ethyl dodecanoate
pear-brandy,bilberry-wine,0.901,39,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 39 shared flavor compounds including Ethyl dodecanoate
pear-brandy,botrytized-wine,0.895,39,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 39 shared flavor compounds including Ethyl dodecanoate
pear-brandy,champagne,0.904,39,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 39 shared flavor compounds including Ethyl dodecanoate
pear-brandy,cider,0.815,24,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 24 shared flavor compounds including Ethyl dodecanoate
pear-brandy,plum-wine,0.912,40,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 40 shared flavor compounds including Ethyl dodecanoate
pear-brandy,port-wine,0.897,41,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 41 shared flavor compounds including Ethyl dodecanoate
pear-brandy,red-wine,0.855,41,2-Methoxy-4-Methylphenol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid,Excellent pairing with 41 shared flavor compounds including 2-Methoxy-4-Methylphenol
pear-brandy,rose-wine,0.902,40,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 40 shared flavor compounds including Ethyl dodecanoate
pear-brandy,sake,0.546,7,1-propanol;Heptanoic Acid;Isovaleric Acid;3-Methyl-1-butanol;Ethyl Undecanoate,Good pairing with 7 shared flavor compounds including 1-propanol
pear-brandy,sherry,0.847,43,2-Methoxy-4-Methylphenol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid,Excellent pairing with 43 shared flavor compounds including 2-Methoxy-4-Methylphenol
pear-brandy,sparkling-wine,0.888,40,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 40 shared flavor compounds including Ethyl dodecanoate
pear-brandy,strawberry-wine,0.897,39,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 39 shared flavor compounds including Ethyl dodecanoate
pear-brandy,white-wine,0.782,42,2-Methoxy-4-Methylphenol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid,Strong pairing with 42 shared flavor compounds including 2-Methoxy-4-Methylphenol
pear-brandy,coffee,0.574,26,2-Methoxy-4-Methylphenol;Thiazole;2-Furaldehyde;Methyl 2-furoate;octanoic acid,Good pairing with 26 shared flavor compounds including 2-Methoxy-4-Methylphenol
pear-brandy,mate,0.388,4,2-Methoxy-4-Methylphenol;nerol;2-Heptanone;2-Phenylethanol,Subtle pairing with 4 shared flavor compounds including 2-Methoxy-4-Methylphenol
pear-brandy,black-tea,0.475,8,2-Methylhexanoic Acid;2-Acetylpyridine;Pyridine;cis-3-Hexenyl acetate;Dimethyl trisulfide,Good pairing with 8 shared flavor compounds including 2-Methylhexanoic Acid
plum-brandy,raspberry-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
plum-brandy,weinbrand-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
plum-brandy,gin,0.567,7,1-propanol;Heptanoic Acid;nerol;2-Methyl-1-propanol;Methyl Acetate,Good pairing with 7 shared flavor compounds including 1-propanol
plum-brandy,rum,0.848,47,Thiazole;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol,Excellent pairing with 47 shared flavor compounds including Thiazole
plum-brandy,whisky,0.883,35,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 35 shared flavor compounds including Ethyl dodecanoate
plum-brandy,bourbon-whisky,0.881,36,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 36 shared flavor compounds including Ethyl dodecanoate
plum-brandy,canadian-whisky,0.889,35,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 35 shared flavor compounds including Ethyl dodecanoate
plum-brandy,finnish-whisky,0.895,37,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 37 shared flavor compounds including Ethyl dodecanoate
plum-brandy,japanese-whisky,0.877,35,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 35 shared flavor compounds including Ethyl dodecanoate
plum-brandy,malt-whisky,0.856,37,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 37 shared flavor compounds including Ethyl dodecanoate
plum-brandy,scotch-whisky,0.911,41,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol;Pentanal,Excellent pairing with 41 shared flavor compounds including Ethyl dodecanoate
plum-brandy,wine,0.857,41,"Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol;2-Butenoic acid, hexyl ester",Excellent pairing with 41 shared flavor compounds including Ethyl dodecanoate
plum-brandy,bilberry-wine,0.89,40,"Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol;2-Butenoic acid, hexyl ester",Excellent pairing with 40 shared flavor compounds including Ethyl dodecanoate
plum-brandy,botrytized-wine,0.885,40,"Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol;2-Butenoic acid, hexyl ester",Excellent pairing with 40 shared flavor compounds including Ethyl dodecanoate
plum-brandy,champagne,0.893,40,"Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol;2-Butenoic acid, hexyl ester",Excellent pairing with 40 shared flavor compounds including Ethyl dodecanoate
plum-brandy,cider,0.804,25,Ethyl dodecanoate;2-Furaldehyde;Pentanal;octanoic acid;1-octanol,Excellent pairing with 25 shared flavor compounds including Ethyl dodecanoate
plum-brandy,plum-wine,0.901,41,"Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol;2-Butenoic acid, hexyl ester",Excellent pairing with 41 shared flavor compounds including Ethyl dodecanoate
plum-brandy,port-wine,0.895,43,"Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol;2-Butenoic acid, hexyl ester",Excellent pairing with 43 shared flavor compounds including Ethyl dodecanoate
plum-brandy,red-wine,0.88,46,"Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol;2-Butenoic acid, hexyl ester",Excellent pairing with 46 shared flavor compounds including Ethyl dodecanoate
plum-brandy,rose-wine,0.892,41,"Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol;2-Butenoic acid, hexyl ester",Excellent pairing with 41 shared flavor compounds including Ethyl dodecanoate
plum-brandy,sake,0.479,6,1-propanol;Heptanoic Acid;Isovaleric Acid;Ethyl Undecanoate;octanoic acid,Good pairing with 6 shared flavor compounds including 1-propanol
plum-brandy,sherry,0.847,45,"Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol;2-Butenoic acid, hexyl ester",Excellent pairing with 45 shared flavor compounds including Ethyl dodecanoate
plum-brandy,sparkling-wine,0.887,42,"Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol;2-Butenoic acid, hexyl ester",Excellent pairing with 42 shared flavor compounds including Ethyl dodecanoate
plum-brandy,strawberry-wine,0.895,41,"Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol;2-Butenoic acid, hexyl ester",Excellent pairing with 41 shared flavor compounds including Ethyl dodecanoate
plum-brandy,white-wine,0.809,47,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol;Pentanal,Excellent pairing with 47 shared flavor compounds including Ethyl dodecanoate
plum-brandy,coffee,0.638,33,Thiazole;4-Methyl-2-pentanone;2-Furaldehyde;isopropanol;Methyl 2-furoate,Strong pairing with 33 shared flavor compounds including Thiazole
plum-brandy,mate,0.449,6,2-Heptanone;nerol;Propionaldehyde;Pentanal;methyl salicylate,Good pairing with 6 shared flavor compounds including 2-Heptanone
plum-brandy,black-tea,0.486,9,2-Methylhexanoic Acid;2-Acetylpyridine;Pyridine;Styrene;cis-3-Hexenyl acetate,Good pairing with 9 shared flavor compounds including 2-Methylhexanoic Acid
raspberry-brandy,weinbrand-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
raspberry-brandy,gin,0.607,6,Heptanoic Acid;nerol;2-Methyl-1-propanol;Methyl Acetate;1-Hexanol,Strong pairing with 6 shared flavor compounds including Heptanoic Acid
raspberry-brandy,rum,0.773,35,Thiazole;Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol,Strong pairing with 35 shared flavor compounds including Thiazole
raspberry-brandy,whisky,0.863,29,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 29 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,bourbon-whisky,0.849,29,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 29 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,canadian-whisky,0.87,29,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 29 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,finnish-whisky,0.878,31,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 31 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,japanese-whisky,0.856,29,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 29 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,malt-whisky,0.822,30,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 30 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,scotch-whisky,0.842,30,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 30 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,wine,0.816,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,bilberry-wine,0.852,32,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 32 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,botrytized-wine,0.846,32,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 32 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,champagne,0.856,32,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 32 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,cider,0.76,19,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 19 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,plum-wine,0.865,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,port-wine,0.851,34,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 34 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,red-wine,0.795,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 33 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,rose-wine,0.855,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,sake,0.492,5,Heptanoic Acid;Isovaleric Acid;Ethyl Undecanoate;octanoic acid;Isobutyl Acetate,Good pairing with 5 shared flavor compounds including Heptanoic Acid
raspberry-brandy,sherry,0.789,35,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 35 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,sparkling-wine,0.84,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,strawberry-wine,0.848,32,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 32 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,white-wine,0.731,35,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 35 shared flavor compounds including Ethyl dodecanoate
raspberry-brandy,coffee,0.561,24,Thiazole;2-Furaldehyde;Methyl 2-furoate;octanoic acid;1-Hexanol,Good pairing with 24 shared flavor compounds including Thiazole
raspberry-brandy,mate,0.408,4,nerol;Alpha-Ionone;2-Heptanone;2-Phenylethanol,Good pairing with 4 shared flavor compounds including nerol
raspberry-brandy,black-tea,0.496,8,2-Methylhexanoic Acid;2-Acetylpyridine;Pyridine;cis-3-Hexenyl acetate;Dimethyl trisulfide,Good pairing with 8 shared flavor compounds including 2-Methylhexanoic Acid
weinbrand-brandy,gin,0.602,6,Heptanoic Acid;nerol;2-Methyl-1-propanol;Methyl Acetate;1-Hexanol,Strong pairing with 6 shared flavor compounds including Heptanoic Acid
weinbrand-brandy,rum,0.761,34,Thiazole;Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol,Strong pairing with 34 shared flavor compounds including Thiazole
